Shipping Mode,Sales per customer,Benefit per order,Order Item Quantity,Actual Delivery Status,Predicted Delivery Status,Late Delivery Risk %,Risk Category,AI Recommendation
First Class,23.98999977,2.710000038,1,Late,Late,95.56,High Risk,Expedite shipment immediately
First Class,49.18999863,0.49000001,1,Late,Late,95.67,High Risk,Expedite shipment immediately
Standard Class,127.3899994,39.86999893,1,On Time,On Time,39.7,Low Risk,Standard delivery process
Standard Class,387.980011,-77.59999847,1,On Time,On Time,40.74,Low Risk,Standard delivery process
Second Class,140.7599945,-98.54000092,4,On Time,Late,79.25,Medium Risk,Monitor shipment closely
Standard Class,181.9299927,-29.64999962,4,Late,On Time,41.12,Low Risk,Standard delivery process
Standard Class,167.9900055,43.68000031,1,Late,On Time,39.66,Low Risk,Standard delivery process
Standard Class,163.9900055,18.53000069,1,On Time,On Time,39.36,Low Risk,Standard delivery process
Standard Class,110.4899979,11.05000019,1,Late,On Time,39.35,Low Risk,Standard delivery process
Second Class,391.980011,-287.3200073,1,Late,Late,82.72,High Risk,Expedite shipment immediately
Second Class,98.37999725,-12.30000019,2,Late,Late,82.65,High Risk,Expedite shipment immediately
Standard Class,106.5899963,27.70999908,1,On Time,On Time,40.22,Low Risk,Standard delivery process
Standard Class,272.980011,73.70999908,1,Late,On Time,37.36,Low Risk,Standard delivery process
Standard Class,39.97999954,-3.519999981,1,On Time,On Time,41.08,Low Risk,Standard delivery process
Second Class,293.9500122,144.0399933,5,Late,Late,79.16,Medium Risk,Monitor shipment closely
Standard Class,122.8399963,-98.26999664,1,Late,On Time,43.72,Low Risk,Standard delivery process
First Class,124.7900009,-87.34999847,1,Late,Late,96.13,High Risk,Expedite shipment immediately
Standard Class,115.1699982,52.97999954,3,Late,On Time,40.28,Low Risk,Standard delivery process
Standard Class,235.1600037,105.8199997,4,Late,On Time,39.41,Low Risk,Standard delivery process
Standard Class,167.9900055,14.77999973,1,Late,On Time,39.92,Low Risk,Standard delivery process
Standard Class,159.9400024,43.18000031,4,On Time,On Time,39.66,Low Risk,Standard delivery process
Standard Class,98.95999908,27.70999908,2,On Time,On Time,38.7,Low Risk,Standard delivery process
Standard Class,293.9500122,-88.19000244,5,Late,On Time,41.18,Low Risk,Standard delivery process
Standard Class,67.98000336,23.79000092,2,Late,On Time,39.6,Low Risk,Standard delivery process
Second Class,251.9799957,50.40000153,1,On Time,Late,78.92,Medium Risk,Monitor shipment closely
First Class,149.9400024,67.47000122,4,Late,Late,96.74,High Risk,Expedite shipment immediately
Same Day,107.8899994,-43.15999985,1,Late,Late,53.45,Medium Risk,Monitor shipment closely
Standard Class,191.9900055,51.84000015,1,On Time,On Time,40.54,Low Risk,Standard delivery process
Standard Class,129.9900055,39.0,1,On Time,On Time,39.91,Low Risk,Standard delivery process
First Class,185.9799957,67.51000214,2,Late,Late,95.95,High Risk,Expedite shipment immediately
Standard Class,199.9900055,70.0,1,Late,On Time,41.4,Low Risk,Standard delivery process
First Class,414.9599915,190.8800049,5,Late,Late,96.41,High Risk,Expedite shipment immediately
Second Class,225.0,22.5,5,Late,Late,80.45,High Risk,Expedite shipment immediately
Standard Class,89.98999786,-12.42000008,2,On Time,On Time,40.58,Low Risk,Standard delivery process
Second Class,167.9900055,70.55999756,1,Late,Late,79.57,Medium Risk,Monitor shipment closely
Standard Class,29.98999977,10.80000019,1,On Time,On Time,42.7,Low Risk,Standard delivery process
Standard Class,129.9900055,63.70000076,1,On Time,On Time,39.21,Low Risk,Standard delivery process
Standard Class,103.9899979,3.119999886,1,On Time,On Time,39.58,Low Risk,Standard delivery process
Standard Class,93.0,29.11000061,2,Late,On Time,39.57,Low Risk,Standard delivery process
First Class,42.5,19.97999954,1,Late,Late,96.25,High Risk,Expedite shipment immediately
Second Class,17.59000015,7.920000076,1,Late,Late,80.4,High Risk,Expedite shipment immediately
Standard Class,119.9800034,41.99000168,2,On Time,On Time,45.13,Low Risk,Standard delivery process
First Class,201.5700073,8.06000042,4,Late,Late,96.66,High Risk,Expedite shipment immediately
Standard Class,226.7599945,108.8499985,4,On Time,On Time,40.26,Low Risk,Standard delivery process
First Class,126.0899963,63.04999924,1,Late,Late,95.52,High Risk,Expedite shipment immediately
Standard Class,230.1199951,71.33999634,1,On Time,On Time,38.81,Low Risk,Standard delivery process
Standard Class,293.9500122,-235.1600037,5,On Time,On Time,37.99,Low Risk,Standard delivery process
Standard Class,383.980011,172.7899933,1,Late,On Time,39.19,Low Risk,Standard delivery process
Standard Class,59.99000168,12.60000038,2,Late,On Time,41.32,Low Risk,Standard delivery process
Standard Class,169.9900055,49.29999924,1,On Time,On Time,39.96,Low Risk,Standard delivery process
First Class,163.9299927,81.97000122,4,Late,Late,96.35,High Risk,Expedite shipment immediately
Standard Class,103.9899979,-6.449999809,1,On Time,On Time,38.32,Low Risk,Standard delivery process
Second Class,242.5,-412.25,5,Late,Late,78.0,Medium Risk,Monitor shipment closely
First Class,156.5700073,18.79000092,3,Late,Late,96.44,High Risk,Expedite shipment immediately
Standard Class,199.9199982,67.5699997,5,On Time,On Time,41.0,Low Risk,Standard delivery process
Standard Class,287.9500122,0.0,5,Late,On Time,41.17,Low Risk,Standard delivery process
Standard Class,232.4100037,65.0699997,5,On Time,On Time,39.47,Low Risk,Standard delivery process
Second Class,56.99000168,-4.050000191,1,Late,Late,80.29,High Risk,Expedite shipment immediately
Standard Class,237.5700073,114.0299988,3,On Time,On Time,39.76,Low Risk,Standard delivery process
First Class,96.0,33.59999847,2,Late,Late,95.6,High Risk,Expedite shipment immediately
First Class,146.9400024,48.49000168,3,Late,Late,96.66,High Risk,Expedite shipment immediately
Second Class,89.95999908,32.65999985,2,Late,Late,80.69,High Risk,Expedite shipment immediately
First Class,124.7900009,-4.739999771,1,Late,Late,95.14,High Risk,Expedite shipment immediately
Standard Class,165.9900055,78.01999664,1,Late,On Time,39.61,Low Risk,Standard delivery process
First Class,109.1900024,53.5,1,Late,Late,95.89,High Risk,Expedite shipment immediately
Standard Class,65.95999908,25.71999931,5,Late,On Time,40.62,Low Risk,Standard delivery process
Same Day,88.0,29.04000092,2,Late,On Time,49.28,Low Risk,Standard delivery process
Standard Class,239.9600067,79.19000244,4,Late,On Time,39.86,Low Risk,Standard delivery process
Standard Class,113.9800034,7.639999866,2,Late,On Time,38.93,Low Risk,Standard delivery process
Standard Class,158.3600006,37.68999863,4,Late,On Time,39.43,Low Risk,Standard delivery process
Standard Class,283.4700012,102.9000015,3,On Time,On Time,39.45,Low Risk,Standard delivery process
First Class,242.3999939,101.8099976,5,Late,Late,96.94,High Risk,Expedite shipment immediately
Second Class,39.59000015,3.480000019,1,On Time,Late,73.09,Medium Risk,Monitor shipment closely
Second Class,359.9599915,36.0,4,On Time,Late,82.37,High Risk,Expedite shipment immediately
Second Class,122.8399963,39.91999817,1,Late,Late,81.74,High Risk,Expedite shipment immediately
Second Class,254.9799957,122.3899994,1,Late,Late,79.41,Medium Risk,Monitor shipment closely
Standard Class,248.9799957,-54.02999878,1,On Time,On Time,41.17,Low Risk,Standard delivery process
Second Class,254.9799957,71.40000153,1,Late,Late,80.28,High Risk,Expedite shipment immediately
Second Class,395.9599915,-673.1300049,4,Late,Late,78.4,Medium Risk,Monitor shipment closely
First Class,199.6399994,12.38000011,4,Late,Late,96.43,High Risk,Expedite shipment immediately
Second Class,245.2899933,63.77999878,1,Late,Late,83.67,High Risk,Expedite shipment immediately
First Class,195.9900055,-5.679999828,1,Late,Late,95.84,High Risk,Expedite shipment immediately
Standard Class,224.9100037,92.20999908,5,On Time,On Time,39.48,Low Risk,Standard delivery process
Standard Class,79.98000336,25.98999977,2,On Time,On Time,38.88,Low Risk,Standard delivery process
Standard Class,115.1800003,-1.5,2,On Time,On Time,38.55,Low Risk,Standard delivery process
Standard Class,331.980011,165.9900055,1,Late,On Time,41.94,Low Risk,Standard delivery process
Second Class,186.0,-41.84999847,4,Late,Late,80.05,High Risk,Expedite shipment immediately
First Class,239.9799957,83.98999786,1,Late,Late,96.74,High Risk,Expedite shipment immediately
Standard Class,391.980011,188.1499939,1,On Time,On Time,39.35,Low Risk,Standard delivery process
Standard Class,41.0,19.68000031,1,On Time,On Time,40.17,Low Risk,Standard delivery process
First Class,147.5800018,38.36999893,3,Late,Late,96.81,High Risk,Expedite shipment immediately
Standard Class,106.5899963,-37.31000137,1,On Time,On Time,37.93,Low Risk,Standard delivery process
Second Class,50.38999939,-61.72999954,1,Late,Late,81.0,High Risk,Expedite shipment immediately
Standard Class,196.7700043,-12.39999962,4,On Time,On Time,40.24,Low Risk,Standard delivery process
Standard Class,263.980011,33.0,1,On Time,On Time,40.15,Low Risk,Standard delivery process
Standard Class,212.5,53.13000107,5,On Time,On Time,40.44,Low Risk,Standard delivery process
Standard Class,173.9799957,86.98999786,2,On Time,On Time,39.9,Low Risk,Standard delivery process
Standard Class,347.980011,163.5500031,1,Late,On Time,39.83,Low Risk,Standard delivery process
Second Class,100.0,25.0,2,Late,Late,78.52,Medium Risk,Monitor shipment closely
Standard Class,399.9599915,59.99000168,5,On Time,On Time,37.71,Low Risk,Standard delivery process
Second Class,149.9600067,-254.9400024,5,Late,Late,80.14,High Risk,Expedite shipment immediately
Standard Class,232.5,84.40000153,5,On Time,On Time,39.25,Low Risk,Standard delivery process
First Class,217.4100037,54.34999847,5,Late,Late,96.95,High Risk,Expedite shipment immediately
Standard Class,21.23999977,4.78000021,1,On Time,On Time,48.32,Low Risk,Standard delivery process
Standard Class,23.30999947,6.289999962,1,On Time,On Time,39.7,Low Risk,Standard delivery process
Standard Class,123.4899979,58.04000092,1,Late,On Time,40.49,Low Risk,Standard delivery process
Standard Class,395.980011,54.65000153,1,On Time,On Time,40.79,Low Risk,Standard delivery process
Standard Class,170.0700073,51.02000046,3,On Time,On Time,41.05,Low Risk,Standard delivery process
Standard Class,195.9199982,66.22000122,4,On Time,On Time,40.82,Low Risk,Standard delivery process
First Class,283.480011,138.9100037,1,Late,Late,96.92,High Risk,Expedite shipment immediately
Standard Class,283.480011,92.12999725,1,Late,On Time,41.37,Low Risk,Standard delivery process
Standard Class,72.72000122,35.63000107,3,Late,On Time,40.81,Low Risk,Standard delivery process
Standard Class,245.9600067,79.94000244,5,On Time,On Time,40.13,Low Risk,Standard delivery process
Standard Class,151.9600067,55.15999985,4,Late,On Time,42.28,Low Risk,Standard delivery process
Second Class,36.16999817,-2.420000076,1,Late,Late,78.72,Medium Risk,Monitor shipment closely
Standard Class,327.980011,37.06000137,1,On Time,On Time,40.52,Low Risk,Standard delivery process
Second Class,113.0899963,22.62000084,1,Late,Late,78.99,Medium Risk,Monitor shipment closely
First Class,391.980011,23.52000046,1,Late,Late,96.57,High Risk,Expedite shipment immediately
Standard Class,269.980011,-17.01000023,1,Late,On Time,40.68,Low Risk,Standard delivery process
Standard Class,248.9799957,79.66999817,1,On Time,On Time,40.97,Low Risk,Standard delivery process
Second Class,149.3800049,54.22000122,3,Late,Late,81.28,High Risk,Expedite shipment immediately
Standard Class,82.97000122,10.36999989,2,On Time,On Time,40.14,Low Risk,Standard delivery process
Standard Class,284.980011,74.09999847,1,On Time,On Time,40.41,Low Risk,Standard delivery process
First Class,145.0500031,2.900000095,3,Late,Late,96.41,High Risk,Expedite shipment immediately
Standard Class,225.0,36.0,5,On Time,On Time,40.66,Low Risk,Standard delivery process
Standard Class,293.980011,8.819999695,1,On Time,On Time,38.19,Low Risk,Standard delivery process
Standard Class,287.9500122,80.62999725,5,On Time,On Time,38.77,Low Risk,Standard delivery process
First Class,180.0,-120.0599976,4,Late,Late,97.0,High Risk,Expedite shipment immediately
Standard Class,97.48999786,30.52000046,1,On Time,On Time,38.65,Low Risk,Standard delivery process
Standard Class,67.98000336,14.47999954,2,On Time,On Time,40.73,Low Risk,Standard delivery process
Standard Class,351.980011,-24.98999977,1,Late,On Time,43.05,Low Risk,Standard delivery process
Standard Class,113.0899963,-197.9100037,1,On Time,On Time,40.89,Low Risk,Standard delivery process
Second Class,103.9899979,9.149999619,1,Late,Late,79.78,Medium Risk,Monitor shipment closely
First Class,254.9799957,89.23999786,1,Late,Late,95.99,High Risk,Expedite shipment immediately
Standard Class,175.9900055,57.20000076,1,Late,On Time,39.23,Low Risk,Standard delivery process
Standard Class,199.9900055,65.0,1,On Time,On Time,40.0,Low Risk,Standard delivery process
Standard Class,47.97999954,10.07999992,2,On Time,On Time,38.62,Low Risk,Standard delivery process
Standard Class,87.98999786,43.11999893,1,On Time,On Time,39.69,Low Risk,Standard delivery process
Standard Class,197.9199982,66.90000153,4,On Time,On Time,41.09,Low Risk,Standard delivery process
Second Class,331.980011,62.40999985,1,Late,Late,80.44,High Risk,Expedite shipment immediately
Standard Class,116.9899979,40.95000076,1,Late,On Time,40.05,Low Risk,Standard delivery process
Standard Class,161.9700012,64.79000092,3,On Time,On Time,38.35,Low Risk,Standard delivery process
Standard Class,99.98999786,-17.5,1,On Time,On Time,42.1,Low Risk,Standard delivery process
First Class,218.3600006,24.68000031,4,Late,Late,96.37,High Risk,Expedite shipment immediately
Standard Class,92.95999908,-1.299999952,2,On Time,On Time,40.65,Low Risk,Standard delivery process
First Class,339.980011,159.7899933,1,Late,Late,96.33,High Risk,Expedite shipment immediately
Same Day,105.5800018,28.51000023,2,Late,On Time,41.97,Low Risk,Standard delivery process
First Class,272.9700012,34.11999893,3,Late,Late,96.59,High Risk,Expedite shipment immediately
Standard Class,167.9600067,43.66999817,5,On Time,On Time,38.91,Low Risk,Standard delivery process
First Class,237.5,54.63000107,5,Late,Late,96.28,High Risk,Expedite shipment immediately
Standard Class,45.47999954,15.36999989,1,On Time,On Time,39.08,Low Risk,Standard delivery process
Standard Class,293.980011,-29.39999962,1,On Time,On Time,40.74,Low Risk,Standard delivery process
Standard Class,122.9499969,61.47999954,3,On Time,On Time,39.83,Low Risk,Standard delivery process
Standard Class,290.980011,136.7599945,1,On Time,On Time,41.1,Low Risk,Standard delivery process
First Class,116.9899979,42.47000122,1,Late,Late,95.68,High Risk,Expedite shipment immediately
First Class,234.5899963,73.43000031,1,Late,Late,96.61,High Risk,Expedite shipment immediately
Second Class,188.9900055,45.36000061,1,Late,Late,80.03,High Risk,Expedite shipment immediately
Standard Class,97.48999786,9.75,1,On Time,On Time,40.39,Low Risk,Standard delivery process
Standard Class,114.3899994,8.579999924,1,Late,On Time,39.5,Low Risk,Standard delivery process
Second Class,147.9400024,-103.5599976,1,Late,Late,78.64,Medium Risk,Monitor shipment closely
Standard Class,122.8399963,39.91999817,1,Late,On Time,40.31,Low Risk,Standard delivery process
Standard Class,219.9100037,54.97999954,5,On Time,On Time,39.77,Low Risk,Standard delivery process
Second Class,239.9799957,45.11999893,1,Late,Late,80.1,High Risk,Expedite shipment immediately
